sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: processLogin, signature: com.veracode.verademo.controller.UserController.processLogin(processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,142,7,142,20
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: showPasswordHint, signature: com.veracode.verademo.controller.UserController.showPasswordHint(showPasswordHint(java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,235,15,235,65
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: getMoreFeed, signature: com.veracode.verademo.controller.BlabController.getMoreFeed(getMoreFeed(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,176,39,176,76
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: processFeed, signature: com.veracode.verademo.controller.BlabController.processFeed(processFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,209,7,209,22
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: processRegister, signature: com.veracode.verademo.controller.UserController.processRegister(processRegister(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,308,17,308,80
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: showBlab, signature: com.veracode.verademo.controller.BlabController.showBlab(showBlab(java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,273,7,273,22
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: ToolsController, function: fortune, signature: com.veracode.verademo.controller.ToolsController.fortune(fortune(java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/ToolsController.java,77,16,77,44
sink-detect,,warning,"Sink element in package: com.veracode.verademo.model, class: Blab, function: getPostDateString, signature: com.veracode.verademo.model.Blab.getPostDateString(getPostDateString())",/app/src/main/java/com/veracode/verademo/model/Blab.java,47,10,47,29
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: ResetController, function: recreateDatabaseSchema, signature: com.veracode.verademo.controller.ResetController.recreateDatabaseSchema(recreateDatabaseSchema())",/app/src/main/java/com/veracode/verademo/controller/ResetController.java,266,18,266,36
sink-detect,,warning,"Sink element in package: com.veracode.verademo.model, class: Blabber, function: getCreatedDateString, signature: com.veracode.verademo.model.Blabber.getCreatedDateString(getCreatedDateString())",/app/src/main/java/com/veracode/verademo/model/Blabber.java,86,10,86,32
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: ResetController, function: loadFile, signature: com.veracode.verademo.controller.ResetController.loadFile(loadFile(java.lang.String,java.lang.String[],java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/ResetController.java,313,17,313,58
sink-detect,,warning,"Sink element in package: com.veracode.verademo.model, class: Comment, function: getTimestampString, signature: com.veracode.verademo.model.Comment.getTimestampString(getTimestampString())",/app/src/main/java/com/veracode/verademo/model/Comment.java,46,10,46,30
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: Constants, function: Constants, signature: com.veracode.verademo.utils.Constants.Constants(Constants())",/app/src/main/java/com/veracode/verademo/utils/Constants.java,28,18,28,35
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: Constants, function: getJdbcConnectionString, signature: com.veracode.verademo.utils.Constants.getJdbcConnectionString(getJdbcConnectionString())",/app/src/main/java/com/veracode/verademo/utils/Constants.java,50,17,58,4
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: UserFactory, function: createFromRequest, signature: com.veracode.verademo.utils.UserFactory.createFromRequest(createFromRequest(javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/utils/UserFactory.java,27,7,27,20
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: Utils, function: isConnectionFromHttps, signature: com.veracode.verademo.utils.Utils.isConnectionFromHttps(isConnectionFromHttps())",/app/src/main/java/com/veracode/verademo/utils/Utils.java,13,10,13,55
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: UserFactory, function: getCookieFromRequestByName, signature: com.veracode.verademo.utils.UserFactory.getCookieFromRequestByName(getCookieFromRequestByName(javax.servlet.http.HttpServletRequest,java.lang.String))",/app/src/main/java/com/veracode/verademo/utils/UserFactory.java,59,7,59,17
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: Utils, function: upgradeCookieSecurityForHttpsIfRequired, signature: com.veracode.verademo.utils.Utils.upgradeCookieSecurityForHttpsIfRequired(upgradeCookieSecurityForHttpsIfRequired(javax.servlet.http.HttpServletResponse))",/app/src/main/java/com/veracode/verademo/utils/Utils.java,42,48,42,98
sink-detect,,warning,"Sink element in package: com.veracode.verademo.utils, class: Utils, function: redirect, signature: com.veracode.verademo.utils.Utils.redirect(redirect(java.lang.String))",/app/src/main/java/com/veracode/verademo/utils/Utils.java,61,11,61,54
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: processRegisterFinish, signature: com.veracode.verademo.controller.UserController.processRegisterFinish(processRegisterFinish(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,345,7,345,40
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: emailUser, signature: com.veracode.verademo.controller.UserController.emailUser(emailUser(java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,419,23,419,68
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: showProfile, signature: com.veracode.verademo.controller.UserController.showProfile(showProfile(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,440,7,440,22
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: processBlab, signature: com.veracode.verademo.controller.BlabController.processBlab(processBlab(java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,368,7,368,22
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: showBlabbers, signature: com.veracode.verademo.controller.BlabController.showBlabbers(showBlabbers(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,450,24,454,107
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: BlabController, function: processBlabbers, signature: com.veracode.verademo.controller.BlabController.processBlabbers(processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest))",/app/src/main/java/com/veracode/verademo/controller/BlabController.java,518,7,518,22
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: processProfile, signature: com.veracode.verademo.controller.UserController.processProfile(processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,637,25,638,29
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: downloadImage, signature: com.veracode.verademo.controller.UserController.downloadImage(downloadImage(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,651,7,651,29
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: usernameExists, signature: com.veracode.verademo.controller.UserController.usernameExists(usernameExists(java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,745,9,745,28
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: updateUsername, signature: com.veracode.verademo.controller.UserController.updateUsername(updateUsername(java.lang.String,java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,796,17,796,58
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: , function: accept, signature: <anonymous class>.accept(accept(java.io.File,java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,854,28,854,41
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: getProfileImageNameFromUsername, signature: com.veracode.verademo.controller.UserController.getProfileImageNameFromUsername(getProfileImageNameFromUsername(java.lang.String))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,858,7,858,30
sink-detect,,warning,"Sink element in package: com.veracode.verademo.controller, class: UserController, function: emailExceptionsToAdmin, signature: com.veracode.verademo.controller.UserController.emailExceptionsToAdmin(emailExceptionsToAdmin(java.lang.Throwable))",/app/src/main/java/com/veracode/verademo/controller/UserController.java,892,23,892,57
